Country,Country_Code,Time,Year,Frequency,Currency,Budget_Deficit_Surplus,Capital_Expenditure,Consumer_Price_Index_CPI,Defence_Expenditure,Education_Expenditure,Expenditure,Exports,Food_Inflation_,Food_Inflation_YoY,GDP_Growth_Rate,GDP_per_Capita,GDP_per_Capita_,Government_Debt,Health_Expenditure,Imports,Inflation_Rate,Inflation_Rate_,Interest_Rate,Labour_Force,Nominal_GDP,Population,Real_GDP,Revenue,Tax_Revenue,Unemployment_Rate,Value_Added_Tax_VAT
Angola,AGO,2022-05-01,2022.0,Monthly,AOA,,,137.0,,,,,,,,,,,,,,,20.0,,,,,,,,
Angola,AGO,2022-06-01,2022.0,Monthly,AOA,,,138.0,,,,,,,,,,,,,,23.0,20.0,,,,,,,,
Angola,AGO,2022-07-01,2022.0,Monthly,AOA,,,139.0,,,,,,,,,,,,,,21.0,20.0,,,,,,,,
Angola,AGO,2022-07-01,2022.0,Quarterly,AOA,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
Angola,AGO,2022-08-01,2022.0,Monthly,AOA,,,140.0,,,,,,,,,,,,,,20.0,20.0,,,,,,,,
Angola,AGO,2022-09-01,2022.0,Monthly,AOA,,,141.0,,,,,,,,,,,,,,18.0,20.0,,,,,,,,
Angola,AGO,2022-10-01,2022.0,Monthly,AOA,,,142.0,,,,,,,,,,,,,,17.0,20.0,,,,,,,,
Angola,AGO,2022-10-01,2022.0,Quarterly,AOA,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Angola,AGO,2022-11-01,2022.0,Monthly,AOA,,,143.0,,,,,,,,,,,,,,15.0,20.0,,,,,,,,
Angola,AGO,2022-12-01,2022.0,Monthly,AOA,,,145.0,,,,,,,,,,,,,,14.0,20.0,,,,,,,,
Angola,AGO,2023-01-01,2023.0,Monthly,AOA,,,146.0,,,,,,,,,,,,,,13.0,20.0,,,,,,,,
Angola,AGO,2023-01-01,2023.0,Quarterly,AOA,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
Angola,AGO,2023-01-01,2023.0,Yearly,AOA,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Angola,AGO,2023-02-01,2023.0,Monthly,AOA,,,147.0,,,,,,,,,,,,,,12.0,18.0,,,,,,,,
Angola,AGO,2023-03-01,2023.0,Monthly,AOA,,,148.0,,,,,,,,,,,,,,11.0,17.0,,,,,,,,
Angola,AGO,2023-04-01,2023.0,Monthly,AOA,,,150.0,,,,,,,,,,,,,,11.0,17.0,,,,,,,,
Angola,AGO,2023-04-01,2023.0,Quarterly,AOA,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Angola,AGO,2023-05-01,2023.0,Monthly,AOA,,,151.0,,,,,,,,,,,,,,11.0,17.0,,,,,,,,
Angola,AGO,2023-06-01,2023.0,Monthly,AOA,,,153.0,,,,,,,,,,,,,,11.0,17.0,,,,,,,,
Angola,AGO,2023-07-01,2023.0,Monthly,AOA,,,156.0,,,,,,,,,,,,,,12.0,17.0,,,,,,,,
Angola,AGO,2023-07-01,2023.0,Quarterly,AOA,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
Angola,AGO,2023-08-01,2023.0,Monthly,AOA,,,159.0,,,,,,,,,,,,,,14.0,17.0,,,,,,,,
Angola,AGO,2023-09-01,2023.0,Monthly,AOA,,,162.0,,,,,,,,,,,,,,15.0,17.0,,,,,,,,
Angola,AGO,2023-10-01,2023.0,Monthly,AOA,,,166.0,,,,,,,,,,,,,,17.0,17.0,,,,,,,,
Angola,AGO,2023-10-01,2023.0,Quarterly,AOA,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
Angola,AGO,2023-11-01,2023.0,Monthly,AOA,,,169.0,,,,,,,,,,,,,,18.0,18.0,,,,,,,,
Angola,AGO,2023-12-01,2023.0,Monthly,AOA,,,174.0,,,,,,,,,,,,,,20.0,18.0,,,,,,,,
Angola,AGO,2024-01-01,2024.0,Monthly,AOA,,,178.0,,,,,,,,,,,,,,22.0,18.0,,,,,,,,
Angola,AGO,2024-01-01,2024.0,Quarterly,AOA,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Angola,AGO,2024-02-01,2024.0,Monthly,AOA,,,182.0,,,,,,,,,,,,,,24.0,18.0,,,,,,,,
Angola,AGO,2024-03-01,2024.0,Monthly,AOA,,,187.0,,,,,,,,,,,,,,26.0,19.0,,,,,,,,
Angola,AGO,2024-04-01,2024.0,Monthly,AOA,,,192.0,,,,,,,,,,,,,,28.0,19.0,,,,,,,,
Angola,AGO,2024-04-01,2024.0,Quarterly,AOA,,,,,,,,,,7.0,,,,,,,,,,,,,,,,
Angola,AGO,2024-05-01,2024.0,Monthly,AOA,,,197.0,,,,,,,,,,,,,,30.0,20.0,,,,,,,,
Angola,AGO,2024-06-01,2024.0,Monthly,AOA,,,201.0,,,,,,,,,,,,,,31.0,20.0,,,,,,,,
Angola,AGO,2024-07-01,2024.0,Monthly,AOA,,,204.0,,,,,,,,,,,,,,31.0,20.0,,,,,,,,
Angola,AGO,2024-07-01,2024.0,Quarterly,AOA,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Angola,AGO,2024-08-01,2024.0,Monthly,AOA,,,208.0,,,,,,,,,,,,,,31.0,20.0,,,,,,,,
Angola,AGO,2024-09-01,2024.0,Monthly,AOA,,,211.0,,,,,,,,,,,,,,30.0,20.0,,,,,,,,
Angola,AGO,2024-10-01,2024.0,Monthly,AOA,,,214.0,,,,,,,,,,,,,,29.0,20.0,,,,,,,,
Angola,AGO,2024-10-01,2024.0,Quarterly,AOA,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
Angola,AGO,2024-11-01,2024.0,Monthly,AOA,,,218.0,,,,,,,,,,,,,,28.0,20.0,,,,,,,,
Angola,AGO,2024-12-01,2024.0,Monthly,AOA,,,221.0,,,,,,,,,,,,,,28.0,20.0,,,,,,,,
Angola,AGO,2025-01-01,2025.0,Monthly,AOA,,,225.0,,,,,,,,,,,,,,26.0,20.0,,,,,,,,
Angola,AGO,2025-01-01,2025.0,Quarterly,AOA,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Angola,AGO,2025-02-01,2025.0,Monthly,AOA,,,229.0,,,,,,,,,,,,,,25.0,20.0,,,,,,,,
Angola,AGO,2025-03-01,2025.0,Monthly,AOA,,,232.0,,,,,,,,,,,,,,24.0,20.0,,,,,,,,
Angola,AGO,2025-04-01,2025.0,Monthly,AOA,,,235.0,,,,,,,,,,,,,,22.0,20.0,,,,,,,,
Angola,AGO,2025-05-01,2025.0,Monthly,AOA,,,238.0,,,,,,,,,,,,,,21.0,20.0,,,,,,,,
Botswana,BWA,2014-01-01,2014.0,Monthly,BWP,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Botswana,BWA,2014-02-01,2014.0,Monthly,BWP,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Botswana,BWA,2014-03-01,2014.0,Monthly,BWP,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Botswana,BWA,2014-04-01,2014.0,Monthly,BWP,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Botswana,BWA,2014-05-01,2014.0,Monthly,BWP,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Botswana,BWA,2014-06-01,2014.0,Monthly,BWP,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Botswana,BWA,2014-07-01,2014.0,Monthly,BWP,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Botswana,BWA,2014-08-01,2014.0,Monthly,BWP,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Botswana,BWA,2014-09-01,2014.0,Monthly,BWP,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Botswana,BWA,2014-10-01,2014.0,Monthly,BWP,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Botswana,BWA,2014-11-01,2014.0,Monthly,BWP,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Botswana,BWA,2014-12-01,2014.0,Monthly,BWP,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
Botswana,BWA,2015-01-01,2015.0,Monthly,BWP,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
Botswana,BWA,2015-02-01,2015.0,Monthly,BWP,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
Botswana,BWA,2015-03-01,2015.0,Monthly,BWP,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
Botswana,BWA,2015-04-01,2015.0,Monthly,BWP,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
Botswana,BWA,2015-05-01,2015.0,Monthly,BWP,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
Botswana,BWA,2015-06-01,2015.0,Monthly,BWP,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
Botswana,BWA,2015-07-01,2015.0,Monthly,BWP,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
Botswana,BWA,2015-08-01,2015.0,Monthly,BWP,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
Botswana,BWA,2015-09-01,2015.0,Monthly,BWP,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
Botswana,BWA,2015-10-01,2015.0,Monthly,BWP,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
Botswana,BWA,2015-11-01,2015.0,Monthly,BWP,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
Botswana,BWA,2015-12-01,2015.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2016-01-01,2016.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2016-02-01,2016.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2016-03-01,2016.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2016-04-01,2016.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2016-05-01,2016.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2016-06-01,2016.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2016-07-01,2016.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2016-08-01,2016.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2016-09-01,2016.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2016-10-01,2016.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2016-11-01,2016.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2016-12-01,2016.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2017-01-01,2017.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2017-02-01,2017.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2017-03-01,2017.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2017-04-01,2017.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2017-05-01,2017.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2017-06-01,2017.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2017-07-01,2017.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2017-08-01,2017.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2017-09-01,2017.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2017-10-01,2017.0,Monthly,BWP,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Botswana,BWA,2017-11-01,2017.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2017-12-01,2017.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2018-01-01,2018.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2018-02-01,2018.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2018-03-01,2018.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2018-04-01,2018.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2018-05-01,2018.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2018-06-01,2018.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2018-07-01,2018.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2018-08-01,2018.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2018-09-01,2018.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2018-10-01,2018.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2018-11-01,2018.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2018-12-01,2018.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2019-01-01,2019.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2019-02-01,2019.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2019-03-01,2019.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2019-04-01,2019.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2019-05-01,2019.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2019-06-01,2019.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2019-07-01,2019.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2019-08-01,2019.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2019-09-01,2019.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2019-10-01,2019.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2019-11-01,2019.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2019-12-01,2019.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2020-01-01,2020.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2020-02-01,2020.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2020-03-01,2020.0,Monthly,BWP,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Botswana,BWA,2020-04-01,2020.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2020-05-01,2020.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2020-06-01,2020.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2020-07-01,2020.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2020-08-01,2020.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2020-09-01,2020.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2020-10-01,2020.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2020-11-01,2020.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2020-12-01,2020.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2021-01-01,2021.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2021-02-01,2021.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2021-03-01,2021.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2021-04-01,2021.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2021-05-01,2021.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2021-06-01,2021.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2021-07-01,2021.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2021-08-01,2021.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2021-09-01,2021.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2021-10-01,2021.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2021-11-01,2021.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2021-12-01,2021.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2022-01-01,2022.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2022-01-01,2022.0,Yearly,BWP,,,,,,,,,,,,,,,,,,,,,,,,,25.0,
Botswana,BWA,2022-02-01,2022.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2022-03-01,2022.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2022-04-01,2022.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2022-05-01,2022.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2022-06-01,2022.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2022-07-01,2022.0,Monthly,BWP,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Botswana,BWA,2022-08-01,2022.0,Monthly,BWP,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
Botswana,BWA,2022-09-01,2022.0,Monthly,BWP,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
Botswana,BWA,2022-10-01,2022.0,Monthly,BWP,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
Botswana,BWA,2022-11-01,2022.0,Monthly,BWP,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
Botswana,BWA,2022-12-01,2022.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2023-01-01,2023.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2023-01-01,2023.0,Yearly,BWP,,,,,,,,,,,,,,,,,,,,,,,,,26.0,
Botswana,BWA,2023-02-01,2023.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2023-03-01,2023.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2023-04-01,2023.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2023-05-01,2023.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2023-06-01,2023.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2023-07-01,2023.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2023-08-01,2023.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2023-09-01,2023.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2023-10-01,2023.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2023-11-01,2023.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2023-12-01,2023.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2024-01-01,2024.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2024-01-01,2024.0,Yearly,BWP,,,,,,,,,,,,,,,,,,,,,,,,,28.0,
Botswana,BWA,2024-02-01,2024.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2024-03-01,2024.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2024-04-01,2024.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2024-05-01,2024.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2024-06-01,2024.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2024-07-01,2024.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2024-08-01,2024.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2024-09-01,2024.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2024-10-01,2024.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2024-11-01,2024.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2024-12-01,2024.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2025-01-01,2025.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2025-02-01,2025.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2025-03-01,2025.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2025-04-01,2025.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2025-05-01,2025.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Botswana,BWA,2025-06-01,2025.0,Monthly,BWP,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Egypt,EGY,1982-01-01,1982.0,Yearly,EGP,,,,,,,,,,,,,,,,,,,,22.5,,1319.4,,,,
Egypt,EGY,1983-01-01,1983.0,Yearly,EGP,,,,,,,,,,4.89,,,,,,,,,,26.6,,1383.91,,,,
Egypt,EGY,1984-01-01,1984.0,Yearly,EGP,,,,,,,,,,9.75,,,,,,,,,,31.6,,1518.78,,,,
Egypt,EGY,1985-01-01,1985.0,Yearly,EGP,,,,,,,,,,5.79,,,,,,,,,,37.3,,1606.74,,,,
Egypt,EGY,1986-01-01,1986.0,Yearly,EGP,,,,,,,,,,4.74,,,,,,,,,,44.1,,1682.97,,,,
Egypt,EGY,1987-01-01,1987.0,Yearly,EGP,,,,,,,,,,3.48,,,,,,,,,,51.5,,1741.61,,,,
Egypt,EGY,1988-01-01,1988.0,Yearly,EGP,,,,,,,,,,5.39,,,,,,,,,,61.6,,1835.43,,,,
Egypt,EGY,1989-01-01,1989.0,Yearly,EGP,,,,,,,,,,5.11,,,,,,,,,,77.0,,1929.26,,,,
Egypt,EGY,1990-01-01,1990.0,Yearly,EGP,,,,,,,,,,5.78,,,,,,,,,,95.8,,2040.68,,,,
Egypt,EGY,1991-01-01,1991.0,Yearly,EGP,,,,,,,,,,1.15,,,,,,,,,,112.5,,2064.13,,,,
Egypt,EGY,1992-01-01,1992.0,Yearly,EGP,,,,,,,,,,4.26,,,,,,,,,,139.1,,2152.09,,,,
Egypt,EGY,1993-01-01,1993.0,Yearly,EGP,,,,,,,,,,3.0,,,,,,,,,,155.2,,2216.6,,,,
Egypt,EGY,1994-01-01,1994.0,Yearly,EGP,,,,,,,,,,3.97,,,,,,,,,,175.0,,2304.56,,,,
Egypt,EGY,1995-01-01,1995.0,Yearly,EGP,,,,,,,,,,4.58,,,,,,,,,,204.0,,2410.11,,,,
Egypt,EGY,1996-01-01,1996.0,Yearly,EGP,,,,,,,,,,5.11,,,,,,,,,,229.4,,2533.25,,,,
Egypt,EGY,1997-01-01,1997.0,Yearly,EGP,,,,,,,,,,5.32,,,,,,,,,,265.9,,2668.12,,,,
Egypt,EGY,1998-01-01,1998.0,Yearly,EGP,,,,,,,,,,4.18,,,,,,,,,,287.4,,2779.54,,,,
Egypt,EGY,1999-01-01,1999.0,Yearly,EGP,,,,,,,,,,5.91,,,,,,,,,,307.6,,2943.73,,,,
Egypt,EGY,2000-01-01,2000.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.9,,,,,,,,,
Egypt,EGY,2000-01-01,2000.0,Yearly,EGP,,,,,,,,,,5.58,,,,,,,,,,340.1,,3107.92,,,,
Egypt,EGY,2000-02-01,2000.0,Monthly,EGP,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
Egypt,EGY,2000-03-01,2000.0,Monthly,EGP,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
Egypt,EGY,2000-04-01,2000.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.9,,,,,,,,,
Egypt,EGY,2000-05-01,2000.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.8,,,,,,,,,
Egypt,EGY,2000-06-01,2000.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.5,,,,,,,,,
Egypt,EGY,2000-07-01,2000.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.8,,,,,,,,,
Egypt,EGY,2000-08-01,2000.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.6,,,,,,,,,
Egypt,EGY,2000-09-01,2000.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.5,,,,,,,,,
Egypt,EGY,2000-10-01,2000.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.5,,,,,,,,,
Egypt,EGY,2000-11-01,2000.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.3,,,,,,,,,
Egypt,EGY,2000-12-01,2000.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.3,,,,,,,,,
Egypt,EGY,2001-01-01,2001.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.6,,,,,,,,,
Egypt,EGY,2001-01-01,2001.0,Yearly,EGP,,,,,,,,,,3.4,,,,,,,,,,358.7,,3213.48,,,,
Egypt,EGY,2001-02-01,2001.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.4,,,,,,,,,
Egypt,EGY,2001-03-01,2001.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.4,,,,,,,,,
Egypt,EGY,2001-04-01,2001.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.3,,,,,,,,,
Egypt,EGY,2001-05-01,2001.0,Monthly,EGP,,,,,,,,,,,,,,,,,2.2,,,,,,,,,
